Wavelength Scan - Scanning

Instrument Name:,,,DU 800 Spectrophotometer
Serial Number:,,,8002850
Software Version:,,,"2.1,  Build 5"
Firmware Version:,,,2.0.102
Method Name:,,,LTER color 5cm
Organization:,,,
Department:,,,
Operator:,,,
Product Name:,,,
Component Name:,,,
Lot Number:,,,
Comment:,,,
Signature 1:,,,
Signature 2:,,,
Signature 3:,,,
Signature 4:,,,
Signature 5:,,,

#,Filename,Acquired
1,,"August 13, 2025 11:02 AM"

Scan Mode:,,,Abs
Start Wavelength:,,,200.0 nm
End Wavelength:,,,800.0 nm
Wavelength Interval:,,,1.0 nm
Scan Speed:,,,1200 nm/min

,Sample Name,,Description
1,Blank,,
2,CR,,
3,SP,,
4,BM,,
5,TR,,
6,AL,,
7,CB,,
8,TB,,

nm,Abs 1,Abs 2,Abs 3,Abs 4,Abs 5,Abs 6,Abs 7,Abs 8
264.0,0.0001,0.0277,0.1549,0.1026,0.1206,0.4199,1.2536,4.5000
265.0,0.0000,0.0275,0.1525,0.1012,0.1186,0.4150,1.2400,4.5000
266.0,0.0002,0.0273,0.1502,0.0997,0.1169,0.4103,1.2260,4.5000
267.0,0.0002,0.0268,0.1472,0.0978,0.1147,0.4047,1.2090,4.5000
268.0,0.0003,0.0264,0.1447,0.0963,0.1128,0.3994,1.1937,4.5000
269.0,-0.0001,0.0258,0.1417,0.0940,0.1100,0.3935,1.1765,4.5000
270.0,0.0001,0.0255,0.1389,0.0923,0.1077,0.3879,1.1614,4.5000
271.0,0.0000,0.0249,0.1356,0.0903,0.1053,0.3821,1.1489,4.5000
272.0,0.0001,0.0240,0.1324,0.0880,0.1026,0.3757,1.1318,4.5000
273.0,-0.0001,0.0234,0.1291,0.0861,0.1001,0.3695,1.1152,4.5000
274.0,0.0000,0.0229,0.1261,0.0840,0.0975,0.3633,1.0998,4.5000
275.0,0.0002,0.0222,0.1230,0.0818,0.0949,0.3575,1.0856,4.5000
276.0,0.0002,0.0215,0.1194,0.0793,0.0921,0.3505,1.0690,4.5000
277.0,0.0003,0.0208,0.1164,0.0774,0.0898,0.3448,1.0564,4.5000
278.0,0.0003,0.0200,0.1133,0.0752,0.0870,0.3385,1.0404,4.5000
279.0,0.0002,0.0191,0.1098,0.0725,0.0842,0.3318,1.0254,4.5000
280.0,0.0001,0.0181,0.1060,0.0697,0.0812,0.3248,1.0099,4.5000
281.0,0.0003,0.0173,0.1031,0.0675,0.0788,0.3188,0.9976,4.5000
282.0,0.0001,0.0166,0.0998,0.0649,0.0761,0.3125,0.9835,4.5000
283.0,0.0005,0.0158,0.0965,0.0627,0.0735,0.3062,0.9691,4.5000
284.0,0.0004,0.0148,0.0934,0.0601,0.0709,0.2995,0.9542,4.5000
285.0,0.0003,0.0140,0.0900,0.0577,0.0682,0.2930,0.9411,4.5000
286.0,0.0005,0.0131,0.0869,0.0554,0.0656,0.2866,0.9279,4.5000
287.0,0.0005,0.0124,0.0842,0.0531,0.0635,0.2807,0.9146,4.5000
288.0,0.0003,0.0115,0.0807,0.0507,0.0607,0.2741,0.9009,4.5000
289.0,0.0001,0.0107,0.0780,0.0484,0.0586,0.2681,0.8889,4.5000
290.0,0.0003,0.0100,0.0754,0.0467,0.0564,0.2624,0.8767,4.5000
291.0,0.0002,0.0092,0.0725,0.0446,0.0541,0.2568,0.8644,4.5000
292.0,0.0002,0.0085,0.0700,0.0425,0.0519,0.2507,0.8515,4.5000
293.0,0.0001,0.0076,0.0675,0.0402,0.0498,0.2454,0.8401,4.5000
294.0,0.0003,0.0071,0.0651,0.0387,0.0480,0.2404,0.8286,3.8916
295.0,0.0004,0.0066,0.0630,0.0373,0.0463,0.2357,0.8177,3.8929
296.0,0.0003,0.0059,0.0608,0.0355,0.0443,0.2305,0.8052,3.4166
297.0,0.0004,0.0055,0.0586,0.0338,0.0426,0.2257,0.7939,3.4168
298.0,0.0002,0.0048,0.0567,0.0323,0.0410,0.2215,0.7819,3.5928
299.0,0.0003,0.0045,0.0547,0.0310,0.0394,0.2171,0.7720,3.2912
300.0,0.0003,0.0041,0.0530,0.0298,0.0379,0.2126,0.7605,3.1136
301.0,0.0003,0.0039,0.0512,0.0286,0.0364,0.2085,0.7491,3.0445
302.0,0.0004,0.0034,0.0497,0.0275,0.0353,0.2046,0.7388,3.0417
303.0,0.0001,0.0030,0.0482,0.0265,0.0341,0.2008,0.7277,2.9288
304.0,-0.0001,0.0028,0.0465,0.0252,0.0325,0.1969,0.7163,2.9234
305.0,0.0001,0.0026,0.0451,0.0242,0.0315,0.1932,0.7058,2.8305
306.0,0.0002,0.0022,0.0439,0.0235,0.0304,0.1898,0.6963,2.7865
307.0,-0.0001,0.0022,0.0426,0.0226,0.0294,0.1862,0.6866,2.7447
308.0,-0.0001,0.0016,0.0412,0.0215,0.0283,0.1826,0.6758,2.7043
309.0,0.0001,0.0017,0.0401,0.0210,0.0275,0.1796,0.6661,2.6132
310.0,0.0001,0.0015,0.0392,0.0202,0.0267,0.1765,0.6566,2.6326
311.0,0.0001,0.0014,0.0378,0.0195,0.0256,0.1731,0.6464,2.5284
312.0,0.0001,0.0014,0.0369,0.0191,0.0250,0.1704,0.6377,2.5225
313.0,0.0003,0.0013,0.0361,0.0185,0.0243,0.1674,0.6288,2.4560
314.0,0.0001,0.0011,0.0350,0.0179,0.0234,0.1642,0.6198,2.4318
315.0,-0.0002,0.0010,0.0338,0.0172,0.0226,0.1613,0.6107,2.3913
316.0,0.0001,0.0009,0.0329,0.0166,0.0220,0.1585,0.6018,2.3699
317.0,0.0001,0.0012,0.0324,0.0161,0.0214,0.1558,0.5934,2.3335
318.0,0.0000,0.0008,0.0312,0.0155,0.0205,0.1529,0.5857,2.2990
319.0,0.0001,0.0006,0.0306,0.0152,0.0200,0.1505,0.5775,2.2534
320.0,-0.0001,0.0007,0.0299,0.0147,0.0195,0.1491,0.5734,2.2501
321.0,0.0000,0.0004,0.0287,0.0138,0.0188,0.1445,0.5608,2.2587
322.0,0.0001,0.0003,0.0279,0.0136,0.0181,0.1418,0.5521,2.1953
323.0,-0.0001,-0.0001,0.0268,0.0129,0.0175,0.1392,0.5437,2.1697
324.0,-0.0001,0.0000,0.0261,0.0122,0.0165,0.1365,0.5361,2.1356
325.0,-0.0001,0.0000,0.0257,0.0122,0.0161,0.1342,0.5288,2.0952
326.0,-0.0001,-0.0002,0.0246,0.0115,0.0155,0.1319,0.5213,2.0503
327.0,-0.0001,-0.0003,0.0242,0.0111,0.0150,0.1295,0.5138,2.0499
328.0,0.0001,-0.0001,0.0236,0.0108,0.0148,0.1275,0.5065,1.9967
329.0,0.0003,-0.0002,0.0229,0.0105,0.0140,0.1248,0.4989,1.9696
330.0,0.0002,-0.0004,0.0223,0.0101,0.0137,0.1226,0.4916,1.9444
331.0,0.0001,-0.0003,0.0218,0.0097,0.0130,0.1206,0.4839,1.9267
332.0,0.0002,-0.0004,0.0212,0.0090,0.0125,0.1185,0.4770,1.8927
333.0,0.0001,-0.0009,0.0203,0.0087,0.0118,0.1161,0.4701,1.8460
334.0,0.0001,-0.0007,0.0197,0.0083,0.0113,0.1140,0.4630,1.8229
335.0,0.0002,-0.0009,0.0194,0.0082,0.0110,0.1121,0.4559,1.7963
336.0,0.0002,-0.0008,0.0186,0.0077,0.0104,0.1096,0.4486,1.7712
337.0,0.0000,-0.0010,0.0184,0.0072,0.0098,0.1079,0.4418,1.7437
338.0,-0.0001,-0.0010,0.0175,0.0070,0.0096,0.1060,0.4354,1.7255
339.0,0.0003,-0.0008,0.0174,0.0071,0.0095,0.1044,0.4288,1.6976
340.0,0.0004,-0.0012,0.0169,0.0066,0.0088,0.1026,0.4221,1.6744
341.0,0.0002,-0.0013,0.0161,0.0063,0.0084,0.1006,0.4155,1.6397
342.0,-0.0001,-0.0015,0.0156,0.0058,0.0078,0.0986,0.4087,1.6130
343.0,-0.0001,-0.0015,0.0151,0.0055,0.0073,0.0971,0.4019,1.5964
344.0,0.0001,-0.0012,0.0149,0.0055,0.0073,0.0955,0.3961,1.5701
345.0,0.0001,-0.0013,0.0144,0.0050,0.0067,0.0937,0.3894,1.5499
346.0,-0.0001,-0.0015,0.0139,0.0047,0.0063,0.0921,0.3823,1.5141
347.0,0.0000,-0.0015,0.0136,0.0043,0.0060,0.0903,0.3767,1.4958
348.0,0.0001,-0.0018,0.0130,0.0039,0.0057,0.0889,0.3705,1.4717
349.0,0.0002,-0.0016,0.0129,0.0040,0.0055,0.0874,0.3649,1.4510
350.0,-0.0001,-0.0019,0.0121,0.0035,0.0047,0.0854,0.3581,1.4264
351.0,0.0000,-0.0018,0.0119,0.0034,0.0046,0.0843,0.3522,1.4104
352.0,0.0003,-0.0018,0.0118,0.0033,0.0045,0.0830,0.3465,1.3840
353.0,0.0002,-0.0019,0.0112,0.0027,0.0040,0.0813,0.3403,1.3597
354.0,-0.0002,-0.0022,0.0105,0.0023,0.0034,0.0797,0.3353,1.3395
355.0,0.0001,-0.0020,0.0105,0.0025,0.0035,0.0790,0.3325,1.3272
356.0,0.0008,-0.0004,0.0124,0.0050,0.0063,0.0808,0.3281,1.3126
357.0,0.0000,-0.0007,0.0112,0.0040,0.0055,0.0785,0.3224,1.3005
358.0,0.0002,-0.0009,0.0110,0.0039,0.0054,0.0773,0.3164,1.2684
359.0,0.0002,-0.0013,0.0106,0.0038,0.0047,0.0762,0.3104,1.2402
360.0,0.0004,-0.0014,0.0103,0.0038,0.0043,0.0748,0.3055,1.2262
361.0,0.0002,-0.0016,0.0097,0.0032,0.0044,0.0734,0.3003,1.1989
362.0,0.0003,-0.0014,0.0096,0.0031,0.0040,0.0720,0.2951,1.1825
363.0,0.0000,-0.0015,0.0090,0.0030,0.0036,0.0711,0.2902,1.1628
364.0,0.0002,-0.0015,0.0090,0.0028,0.0033,0.0695,0.2850,1.1414
365.0,0.0002,-0.0013,0.0085,0.0028,0.0032,0.0686,0.2804,1.1246
366.0,0.0003,-0.0016,0.0084,0.0025,0.0033,0.0672,0.2746,1.1017
367.0,0.0003,-0.0014,0.0081,0.0023,0.0026,0.0659,0.2700,1.0826
368.0,0.0000,-0.0017,0.0077,0.0017,0.0024,0.0648,0.2647,1.0641
369.0,0.0004,-0.0012,0.0075,0.0018,0.0025,0.0635,0.2605,1.0444
370.0,-0.0001,-0.0019,0.0068,0.0015,0.0018,0.0623,0.2554,1.0237
371.0,0.0003,-0.0018,0.0068,0.0016,0.0017,0.0613,0.2512,1.0095
372.0,0.0001,-0.0018,0.0063,0.0014,0.0014,0.0600,0.2467,0.9905
373.0,0.0000,-0.0020,0.0062,0.0011,0.0011,0.0591,0.2420,0.9714
374.0,0.0003,-0.0017,0.0058,0.0009,0.0011,0.0581,0.2381,0.9554
375.0,0.0004,-0.0016,0.0056,0.0008,0.0009,0.0570,0.2336,0.9369
376.0,0.0005,-0.0016,0.0057,0.0009,0.0007,0.0561,0.2299,0.9229
377.0,0.0001,-0.0019,0.0051,0.0005,0.0002,0.0546,0.2257,0.9056
378.0,0.0001,-0.0020,0.0048,0.0002,0.0001,0.0535,0.2214,0.8903
379.0,0.0000,-0.0019,0.0046,0.0001,0.0000,0.0525,0.2173,0.8735
380.0,0.0002,-0.0020,0.0043,-0.0001,-0.0002,0.0517,0.2137,0.8608
381.0,-0.0002,-0.0021,0.0039,-0.0004,-0.0006,0.0505,0.2093,0.8428
382.0,0.0001,-0.0021,0.0037,-0.0003,-0.0006,0.0496,0.2058,0.8291
383.0,0.0001,-0.0022,0.0036,-0.0003,-0.0008,0.0487,0.2022,0.8153
384.0,0.0001,-0.0022,0.0036,-0.0006,-0.0009,0.0480,0.1986,0.7999
385.0,0.0000,-0.0022,0.0032,-0.0009,-0.0011,0.0470,0.1949,0.7854
386.0,0.0002,-0.0021,0.0029,-0.0010,-0.0013,0.0461,0.1915,0.7731
387.0,0.0002,-0.0024,0.0027,-0.0013,-0.0016,0.0452,0.1881,0.7593
388.0,0.0000,-0.0025,0.0023,-0.0014,-0.0020,0.0439,0.1847,0.7456
389.0,0.0000,-0.0025,0.0019,-0.0015,-0.0020,0.0433,0.1812,0.7330
390.0,0.0001,-0.0024,0.0020,-0.0016,-0.0021,0.0427,0.1783,0.7206
391.0,0.0001,-0.0025,0.0018,-0.0017,-0.0023,0.0419,0.1752,0.7083
392.0,-0.0001,-0.0024,0.0017,-0.0017,-0.0025,0.0409,0.1721,0.6957
393.0,0.0001,-0.0027,0.0015,-0.0019,-0.0026,0.0402,0.1694,0.6844
394.0,0.0002,-0.0026,0.0014,-0.0019,-0.0027,0.0394,0.1662,0.6735
395.0,0.0000,-0.0026,0.0010,-0.0021,-0.0030,0.0385,0.1633,0.6611
396.0,0.0002,-0.0028,0.0012,-0.0022,-0.0028,0.0381,0.1609,0.6513
397.0,0.0000,-0.0028,0.0006,-0.0024,-0.0032,0.0375,0.1580,0.6400
398.0,-0.0002,-0.0030,0.0003,-0.0028,-0.0035,0.0364,0.1551,0.6287
399.0,-0.0002,-0.0032,0.0002,-0.0028,-0.0037,0.0357,0.1526,0.6196
400.0,0.0000,-0.0029,0.0002,-0.0028,-0.0036,0.0354,0.1504,0.6097
401.0,0.0001,-0.0029,0.0002,-0.0026,-0.0035,0.0347,0.1477,0.5991
402.0,0.0001,-0.0027,0.0001,-0.0026,-0.0035,0.0344,0.1454,0.5904
403.0,0.0001,-0.0027,0.0001,-0.0024,-0.0034,0.0339,0.1432,0.5802
404.0,0.0003,-0.0024,0.0001,-0.0024,-0.0035,0.0334,0.1410,0.5707
405.0,0.0001,-0.0028,-0.0003,-0.0028,-0.0038,0.0325,0.1387,0.5626
406.0,-0.0001,-0.0030,-0.0005,-0.0029,-0.0039,0.0319,0.1363,0.5530
407.0,0.0001,-0.0028,-0.0005,-0.0029,-0.0038,0.0316,0.1342,0.5445
408.0,0.0002,-0.0029,-0.0004,-0.0029,-0.0039,0.0311,0.1323,0.5364
409.0,0.0001,-0.0028,-0.0007,-0.0030,-0.0040,0.0304,0.1300,0.5274
410.0,0.0001,-0.0030,-0.0009,-0.0032,-0.0044,0.0298,0.1279,0.5196
411.0,0.0000,-0.0031,-0.0011,-0.0033,-0.0044,0.0293,0.1259,0.5119
412.0,-0.0001,-0.0033,-0.0015,-0.0036,-0.0048,0.0284,0.1238,0.5035
413.0,-0.0002,-0.0034,-0.0016,-0.0037,-0.0049,0.0281,0.1222,0.4964
414.0,0.0000,-0.0031,-0.0013,-0.0035,-0.0047,0.0280,0.1211,0.4925
415.0,0.0000,-0.0055,-0.0058,-0.0091,-0.0116,0.0194,0.1102,0.4718
416.0,-0.0001,-0.0058,-0.0061,-0.0094,-0.0119,0.0188,0.1081,0.4647
417.0,-0.0002,-0.0058,-0.0063,-0.0096,-0.0119,0.0182,0.1063,0.4572
418.0,-0.0003,-0.0059,-0.0064,-0.0096,-0.0120,0.0177,0.1045,0.4505
419.0,-0.0001,-0.0056,-0.0063,-0.0094,-0.0119,0.0175,0.1030,0.4433
420.0,-0.0002,-0.0058,-0.0066,-0.0097,-0.0121,0.0169,0.1013,0.4371
421.0,-0.0002,-0.0058,-0.0065,-0.0096,-0.0121,0.0166,0.0999,0.4312
422.0,-0.0001,-0.0058,-0.0067,-0.0097,-0.0122,0.0162,0.0981,0.4243
423.0,-0.0002,-0.0058,-0.0068,-0.0098,-0.0123,0.0158,0.0967,0.4181
424.0,-0.0002,-0.0059,-0.0069,-0.0098,-0.0122,0.0155,0.0953,0.4121
425.0,-0.0004,-0.0059,-0.0070,-0.0098,-0.0123,0.0150,0.0937,0.4057
426.0,-0.0002,-0.0058,-0.0069,-0.0099,-0.0123,0.0147,0.0923,0.4002
427.0,-0.0002,-0.0058,-0.0070,-0.0098,-0.0123,0.0143,0.0909,0.3941
428.0,-0.0003,-0.0059,-0.0070,-0.0099,-0.0124,0.0139,0.0895,0.3884
429.0,-0.0003,-0.0059,-0.0072,-0.0100,-0.0125,0.0136,0.0882,0.3832
430.0,-0.0002,-0.0058,-0.0072,-0.0099,-0.0125,0.0132,0.0869,0.3776
431.0,-0.0002,-0.0059,-0.0072,-0.0100,-0.0126,0.0129,0.0857,0.3723
432.0,-0.0002,-0.0059,-0.0073,-0.0101,-0.0127,0.0124,0.0842,0.3664
433.0,-0.0002,-0.0060,-0.0074,-0.0101,-0.0126,0.0122,0.0830,0.3618
434.0,-0.0004,-0.0059,-0.0075,-0.0102,-0.0128,0.0118,0.0818,0.3568
435.0,-0.0003,-0.0059,-0.0075,-0.0102,-0.0128,0.0116,0.0806,0.3514
436.0,-0.0002,-0.0059,-0.0074,-0.0102,-0.0127,0.0113,0.0796,0.3471
437.0,-0.0003,-0.0060,-0.0075,-0.0103,-0.0128,0.0110,0.0782,0.3418
438.0,-0.0002,-0.0058,-0.0076,-0.0102,-0.0127,0.0107,0.0772,0.3373
439.0,-0.0003,-0.0059,-0.0076,-0.0103,-0.0129,0.0105,0.0762,0.3331
440.0,-0.0003,-0.0060,-0.0078,-0.0104,-0.0129,0.0101,0.0750,0.3282
441.0,-0.0004,-0.0060,-0.0078,-0.0105,-0.0129,0.0098,0.0739,0.3237
442.0,-0.0003,-0.0060,-0.0079,-0.0104,-0.0130,0.0096,0.0729,0.3193
443.0,-0.0004,-0.0060,-0.0079,-0.0105,-0.0130,0.0093,0.0719,0.3151
444.0,-0.0004,-0.0061,-0.0080,-0.0105,-0.0131,0.0090,0.0707,0.3105
445.0,-0.0004,-0.0060,-0.0079,-0.0105,-0.0130,0.0087,0.0700,0.3067
446.0,-0.0004,-0.0060,-0.0080,-0.0105,-0.0131,0.0085,0.0691,0.3027
447.0,-0.0003,-0.0060,-0.0080,-0.0105,-0.0131,0.0083,0.0681,0.2986
448.0,-0.0004,-0.0060,-0.0080,-0.0106,-0.0131,0.0080,0.0671,0.2947
449.0,-0.0004,-0.0061,-0.0082,-0.0106,-0.0132,0.0077,0.0663,0.2908
450.0,-0.0004,-0.0061,-0.0082,-0.0106,-0.0132,0.0075,0.0653,0.2872
451.0,-0.0004,-0.0061,-0.0082,-0.0106,-0.0131,0.0073,0.0645,0.2836
452.0,-0.0004,-0.0060,-0.0082,-0.0106,-0.0131,0.0072,0.0638,0.2799
453.0,-0.0005,-0.0061,-0.0082,-0.0106,-0.0131,0.0069,0.0629,0.2765
454.0,-0.0005,-0.0060,-0.0082,-0.0106,-0.0131,0.0067,0.0621,0.2728
455.0,-0.0004,-0.0061,-0.0082,-0.0106,-0.0131,0.0065,0.0613,0.2695
456.0,-0.0005,-0.0061,-0.0083,-0.0107,-0.0132,0.0062,0.0604,0.2660
457.0,-0.0003,-0.0060,-0.0083,-0.0106,-0.0131,0.0061,0.0598,0.2628
458.0,-0.0005,-0.0060,-0.0083,-0.0106,-0.0132,0.0059,0.0590,0.2594
459.0,-0.0005,-0.0061,-0.0084,-0.0106,-0.0132,0.0057,0.0583,0.2563
460.0,-0.0004,-0.0061,-0.0084,-0.0106,-0.0132,0.0055,0.0576,0.2534
461.0,-0.0004,-0.0060,-0.0084,-0.0107,-0.0132,0.0054,0.0568,0.2502
462.0,-0.0004,-0.0060,-0.0084,-0.0106,-0.0131,0.0053,0.0562,0.2473
463.0,-0.0004,-0.0060,-0.0084,-0.0106,-0.0132,0.0051,0.0555,0.2441
464.0,-0.0004,-0.0060,-0.0084,-0.0107,-0.0131,0.0050,0.0548,0.2414
465.0,-0.0004,-0.0059,-0.0084,-0.0105,-0.0131,0.0048,0.0542,0.2384
466.0,-0.0004,-0.0061,-0.0085,-0.0105,-0.0131,0.0047,0.0536,0.2356
467.0,-0.0003,-0.0060,-0.0084,-0.0105,-0.0130,0.0046,0.0529,0.2331
468.0,-0.0003,-0.0060,-0.0084,-0.0105,-0.0130,0.0045,0.0523,0.2303
469.0,-0.0002,-0.0060,-0.0084,-0.0105,-0.0129,0.0044,0.0517,0.2278
470.0,-0.0003,-0.0060,-0.0084,-0.0105,-0.0130,0.0043,0.0511,0.2250
471.0,-0.0003,-0.0059,-0.0084,-0.0104,-0.0129,0.0042,0.0506,0.2225
472.0,-0.0002,-0.0059,-0.0084,-0.0104,-0.0129,0.0040,0.0499,0.2199
473.0,-0.0004,-0.0060,-0.0084,-0.0104,-0.0129,0.0039,0.0493,0.2176
474.0,-0.0003,-0.0059,-0.0084,-0.0105,-0.0129,0.0037,0.0488,0.2150
475.0,-0.0003,-0.0059,-0.0085,-0.0105,-0.0130,0.0035,0.0483,0.2127
476.0,-0.0003,-0.0059,-0.0084,-0.0105,-0.0129,0.0034,0.0478,0.2102
477.0,-0.0004,-0.0059,-0.0084,-0.0104,-0.0130,0.0032,0.0473,0.2080
478.0,-0.0004,-0.0059,-0.0084,-0.0105,-0.0130,0.0031,0.0467,0.2056
479.0,-0.0004,-0.0059,-0.0084,-0.0104,-0.0129,0.0030,0.0463,0.2036
480.0,-0.0004,-0.0058,-0.0084,-0.0105,-0.0129,0.0029,0.0458,0.2015
481.0,-0.0004,-0.0058,-0.0085,-0.0105,-0.0129,0.0027,0.0452,0.1992
482.0,-0.0004,-0.0058,-0.0084,-0.0104,-0.0129,0.0027,0.0448,0.1972
483.0,-0.0004,-0.0058,-0.0085,-0.0105,-0.0129,0.0025,0.0442,0.1950
